DATAFLOW,LAST UPDATE,freq,unit,natvessr,tra_cov,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AD,INTL,BE,2013-Q2,0,n,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AD,INTL,BE,2013-Q3,0,n,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AD,INTL,BE,2013-Q4,0,n,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AD,INTL,BE,2014-Q4,0,n,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AD,INTL,BE,2022-Q3,0,n,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AD,INTL,EU15,2013-Q2,0,n,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AD,INTL,EU15,2013-Q3,0,n,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AD,INTL,EU15,2013-Q4,0,n,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AD,INTL,EU15,2014-Q4,0,n,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AD,INTL,EU25,2013-Q2,0,n,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AD,INTL,EU25,2013-Q3,0,n,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AD,INTL,EU25,2013-Q4,0,n,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AD,INTL,EU25,2014-Q4,0,n,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AD,INTL,EU27_2007,2013-Q2,0,n,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AD,INTL,EU27_2007,2013-Q3,0,n,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AD,INTL,EU27_2007,2013-Q4,0,n,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AD,INTL,EU27_2007,2014-Q4,0,n,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AD,INTL,EU27_2020,2013-Q2,0,n,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AD,INTL,EU27_2020,2013-Q3,0,n,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AD,INTL,EU27_2020,2013-Q4,0,n,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AD,INTL,EU27_2020,2014-Q4,0,n,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AD,INTL,EU27_2020,2022-Q3,0,n,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AD,INTL,EU28,2013-Q2,0,n,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AD,INTL,EU28,2013-Q3,0,n,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AD,INTL,EU28,2013-Q4,0,n,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AD,INTL,EU28,2014-Q4,0,n,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AD,TOTAL,BE,2013-Q2,0,n,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AD,TOTAL,BE,2013-Q3,0,n,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AD,TOTAL,BE,2013-Q4,0,n,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AD,TOTAL,BE,2014-Q4,0,n,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AD,TOTAL,BE,2022-Q3,0,n,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AD,TOTAL,EU15,2013-Q2,0,n,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AD,TOTAL,EU15,2013-Q3,0,n,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AD,TOTAL,EU15,2013-Q4,0,n,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AD,TOTAL,EU15,2014-Q4,0,n,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AD,TOTAL,EU25,2013-Q2,0,n,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AD,TOTAL,EU25,2013-Q3,0,n,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AD,TOTAL,EU25,2013-Q4,0,n,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AD,TOTAL,EU25,2014-Q4,0,n,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AD,TOTAL,EU27_2007,2013-Q2,0,n,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AD,TOTAL,EU27_2007,2013-Q3,0,n,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AD,TOTAL,EU27_2007,2013-Q4,0,n,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AD,TOTAL,EU27_2007,2014-Q4,0,n,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AD,TOTAL,EU27_2020,2013-Q2,0,n,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AD,TOTAL,EU27_2020,2013-Q3,0,n,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AD,TOTAL,EU27_2020,2013-Q4,0,n,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AD,TOTAL,EU27_2020,2014-Q4,0,n,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AD,TOTAL,EU27_2020,2022-Q3,0,n,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AD,TOTAL,EU28,2013-Q2,0,n,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AD,TOTAL,EU28,2013-Q3,0,n,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AD,TOTAL,EU28,2013-Q4,0,n,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AD,TOTAL,EU28,2014-Q4,0,n,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AF,INTL,BE,2017-Q4,0,n,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AF,INTL,BE,2022-Q3,0,n,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AF,INTL,EU15,2017-Q4,0,n,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AF,INTL,EU25,2017-Q4,0,n,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AF,INTL,EU27_2007,2017-Q4,0,n,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AF,INTL,EU27_2020,2017-Q4,0,n,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AF,INTL,EU27_2020,2022-Q3,0,n,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AF,INTL,EU28,2017-Q4,0,n,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AF,NAT,BE,2017-Q3,0,n,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AF,NAT,BE,2017-Q4,0,n,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AF,NAT,BE,2022-Q3,0,n,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AF,NAT,EU15,2017-Q3,0,n,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AF,NAT,EU15,2017-Q4,0,n,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AF,NAT,EU25,2017-Q3,0,n,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AF,NAT,EU25,2017-Q4,0,n,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AF,NAT,EU27_2007,2017-Q3,0,n,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AF,NAT,EU27_2007,2017-Q4,0,n,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AF,NAT,EU27_2020,2017-Q3,0,n,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AF,NAT,EU27_2020,2017-Q4,0,n,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AF,NAT,EU27_2020,2022-Q3,0,n,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AF,NAT,EU28,2017-Q3,0,n,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AF,NAT,EU28,2017-Q4,0,n,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AF,TOTAL,BE,2017-Q3,0,n,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AF,TOTAL,BE,2017-Q4,0,n,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AF,TOTAL,BE,2022-Q3,0,n,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AF,TOTAL,EU15,2017-Q3,0,n,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AF,TOTAL,EU15,2017-Q4,0,n,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AF,TOTAL,EU25,2017-Q3,0,n,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AF,TOTAL,EU25,2017-Q4,0,n,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AF,TOTAL,EU27_2007,2017-Q3,0,n,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AF,TOTAL,EU27_2007,2017-Q4,0,n,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AF,TOTAL,EU27_2020,2017-Q3,0,n,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AF,TOTAL,EU27_2020,2017-Q4,0,n,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AF,TOTAL,EU27_2020,2022-Q3,0,n,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AF,TOTAL,EU28,2017-Q3,0,n,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AF,TOTAL,EU28,2017-Q4,0,n,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AG,INTL,BE,2012-Q1,3,,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AG,INTL,BE,2012-Q2,2,,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AG,INTL,BE,2012-Q3,2,,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AG,INTL,BE,2012-Q4,1,,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AG,INTL,BE,2013-Q1,2,,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AG,INTL,BE,2013-Q2,2,,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AG,INTL,BE,2013-Q3,2,,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AG,INTL,BE,2013-Q4,1,,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AG,INTL,BE,2014-Q1,2,,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AG,INTL,BE,2014-Q2,3,,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AG,INTL,BE,2014-Q3,1,,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AG,INTL,BE,2014-Q4,3,,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AG,INTL,BE,2015-Q1,2,,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AG,INTL,BE,2015-Q2,3,,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AG,INTL,BE,2015-Q3,2,,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AG,INTL,BE,2015-Q4,2,,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AG,INTL,BE,2016-Q1,2,,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AG,INTL,BE,2016-Q2,3,,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AG,INTL,BE,2016-Q3,2,,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AG,INTL,BE,2016-Q4,1,,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AG,INTL,BE,2017-Q1,2,,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AG,INTL,BE,2017-Q2,3,,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AG,INTL,BE,2017-Q3,2,,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AG,INTL,BE,2017-Q4,2,,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AG,INTL,BE,2018-Q1,4,b,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AG,INTL,BE,2018-Q2,6,,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AG,INTL,BE,2018-Q3,3,,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AG,INTL,BE,2018-Q4,4,,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AG,INTL,BE,2019-Q1,3,,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AG,INTL,BE,2019-Q2,7,,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AG,INTL,BE,2019-Q3,7,,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AG,INTL,BE,2019-Q4,7,,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AG,INTL,BE,2020-Q1,6,,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AG,INTL,BE,2020-Q2,5,,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AG,INTL,BE,2020-Q3,3,,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AG,INTL,BE,2020-Q4,4,,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AG,INTL,EU15,2007-Q1,1,,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AG,INTL,EU15,2007-Q2,0,n,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AG,INTL,EU15,2012-Q1,3,,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AG,INTL,EU15,2012-Q2,2,,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AG,INTL,EU15,2012-Q3,2,,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AG,INTL,EU15,2012-Q4,1,,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AG,INTL,EU15,2013-Q1,2,,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AG,INTL,EU15,2013-Q2,2,,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AG,INTL,EU15,2013-Q3,2,,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AG,INTL,EU15,2013-Q4,1,,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AG,INTL,EU15,2014-Q1,2,,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AG,INTL,EU15,2014-Q2,3,,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AG,INTL,EU15,2014-Q3,1,,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AG,INTL,EU15,2014-Q4,3,,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AG,INTL,EU15,2015-Q1,2,,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AG,INTL,EU15,2015-Q2,3,,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AG,INTL,EU15,2015-Q3,2,,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AG,INTL,EU15,2015-Q4,2,,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AG,INTL,EU15,2016-Q1,2,,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AG,INTL,EU15,2016-Q2,4,,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AG,INTL,EU15,2016-Q3,3,,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AG,INTL,EU15,2016-Q4,1,,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AG,INTL,EU15,2017-Q1,2,,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AG,INTL,EU15,2017-Q2,3,,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AG,INTL,EU15,2017-Q3,2,,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AG,INTL,EU15,2017-Q4,2,,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AG,INTL,EU15,2018-Q1,4,,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AG,INTL,EU15,2018-Q2,6,,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AG,INTL,EU15,2018-Q3,3,,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AG,INTL,EU15,2018-Q4,4,,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AG,INTL,EU15,2019-Q1,3,,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AG,INTL,EU15,2019-Q2,7,,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AG,INTL,EU15,2019-Q3,7,,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AG,INTL,EU15,2019-Q4,7,,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AG,INTL,EU25,2007-Q1,1,,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AG,INTL,EU25,2007-Q2,0,n,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AG,INTL,EU25,2012-Q1,3,,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AG,INTL,EU25,2012-Q2,2,,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AG,INTL,EU25,2012-Q3,2,,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AG,INTL,EU25,2012-Q4,1,,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AG,INTL,EU25,2013-Q1,2,,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AG,INTL,EU25,2013-Q2,2,,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AG,INTL,EU25,2013-Q3,2,,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AG,INTL,EU25,2013-Q4,1,,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AG,INTL,EU25,2014-Q1,2,,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AG,INTL,EU25,2014-Q2,3,,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AG,INTL,EU25,2014-Q3,1,,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AG,INTL,EU25,2014-Q4,3,,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AG,INTL,EU25,2015-Q1,2,,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AG,INTL,EU25,2015-Q2,3,,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AG,INTL,EU25,2015-Q3,2,,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AG,INTL,EU25,2015-Q4,2,,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AG,INTL,EU25,2016-Q1,2,,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AG,INTL,EU25,2016-Q2,4,,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AG,INTL,EU25,2016-Q3,3,,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AG,INTL,EU25,2016-Q4,1,,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AG,INTL,EU25,2017-Q1,2,,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AG,INTL,EU25,2017-Q2,3,,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AG,INTL,EU25,2017-Q3,2,,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AG,INTL,EU25,2017-Q4,2,,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AG,INTL,EU25,2018-Q1,4,,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AG,INTL,EU25,2018-Q2,6,,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AG,INTL,EU25,2018-Q3,3,,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AG,INTL,EU25,2018-Q4,4,,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AG,INTL,EU25,2019-Q1,3,,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AG,INTL,EU25,2019-Q2,7,,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AG,INTL,EU25,2019-Q3,7,,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AG,INTL,EU25,2019-Q4,7,,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AG,INTL,EU27_2007,2007-Q1,1,,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AG,INTL,EU27_2007,2007-Q2,0,n,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AG,INTL,EU27_2007,2012-Q1,3,,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AG,INTL,EU27_2007,2012-Q2,2,,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AG,INTL,EU27_2007,2012-Q3,2,,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AG,INTL,EU27_2007,2012-Q4,1,,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AG,INTL,EU27_2007,2013-Q1,2,,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AG,INTL,EU27_2007,2013-Q2,2,,
ESTAT:IWW_GO_QNAVE(1.0),17/10/25 23:00:00,Q,MIO_TKM,AG,INTL,EU27_2007,2013-Q3,2,,
