DATAFLOW,LAST UPDATE,freq,expend,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,FI,1992,86,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,FI,1993,52,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,FI,1994,6,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,FI,1995,10,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,FI,1996,11,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,FI,1997,7,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,FI,1998,6,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,FI,1999,1,d,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,FI,2000,0,d,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,FI,2001,1,d,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,FI,2002,5,d,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,FI,2003,2,d,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,FI,2004,4,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,FI,2005,1,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,FI,2006,1,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,FI,2007,2,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,FI,2008,2,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,FI,2009,1,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,FI,2010,1,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,FI,2011,1,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,FI,2012,2,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,FI,2013,1,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,FI,2014,0,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,FI,2015,0,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,FI,2016,4,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,FI,2017,7,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,FI,2018,7,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,FI,2019,4,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,FI,2020,1,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,FI,2021,0,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,FI,2022,0,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,HR,1998,5,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,HR,1999,8,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,HR,2000,13,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,HR,2001,15,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,HR,2002,12,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,HR,2003,17,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,HR,2004,25,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,HR,2005,14,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,HR,2006,9,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,HR,2007,15,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,HR,2008,14,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,HR,2009,26,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,HR,2010,19,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,HR,2011,26,d,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,HR,2012,25,d,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,HR,2013,1.715,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,HU,1999,718,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,HU,2000,741,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,HU,2001,1480,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,HU,2002,8238,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,HU,2003,685,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,HU,2004,209,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,HU,2005,64,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,HU,2006,72,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,HU,2010,10429,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,HU,2012,3004,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,HU,2013,0.112,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,HU,2014,0,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,HU,2015,0.000,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,HU,2016,2.730,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,HU,2017,0.183,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,HU,2018,1.050,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,HU,2019,0.902,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,HU,2020,3.101,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,HU,2021,1.085,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,HU,2022,0.002,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,HU,2023,0.178,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,IE,1997,375,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,IE,1998,446,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,IE,1999,606,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,IE,2000,780,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,IE,2001,848,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,IT,2000,39,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,IT,2001,39,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,IT,2002,35,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,IT,2003,35,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,IT,2004,35,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,IT,2005,53,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,IT,2006,55,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,IT,2007,55,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,IT,2008,34,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,IT,2009,27,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,IT,2010,42,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,IT,2011,36,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,IT,2012,52,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,IT,2013,136,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,IT,2014,358,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,IT,2015,509,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,IT,2016,436,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,IT,2017,122,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,LT,1996,2,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,LT,1997,3,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,LT,1998,8,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,LT,1999,3,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,LT,2000,0,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,LT,2001,5,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,LT,2002,7,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,LT,2003,7,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,LT,2004,3,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,LT,2005,13,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,LT,2006,58,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,LT,2007,121,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,LT,2008,363,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,LT,2009,2,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,LT,2010,85,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,LT,2011,774,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,LT,2012,13,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,LT,2013,3.100,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,LT,2014,2.500,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,LT,2015,0.900,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,LT,2016,1.800,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,LT,2017,0.100,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,LT,2018,0,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,LT,2019,0,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,LT,2020,0,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,LT,2021,1.600,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,LT,2022,7.800,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,LT,2023,24.900,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,MT,2020,,m,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,NL,2019,533,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,NL,2020,556,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,NL,2021,827,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,NL,2022,811,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,NL,2023,718,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,PL,2006,26,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,PL,2007,48,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,PL,2008,3,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,PL,2009,6,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,PL,2010,54,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,PL,2011,7,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,PL,2012,22,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,PL,2013,0.098,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,PL,2014,0.045,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,PL,2015,0.160,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,PL,2016,1.797,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,SK,2003,329,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,SK,2004,497,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,SK,2005,36,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,SK,2006,473,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,SK,2007,129,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,SK,2008,283,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,SK,2010,29,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,SK,2011,13,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,SK,2012,14,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,SK,2013,0.700,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,SK,2014,0.300,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,SK,2015,0.100,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,SK,2016,0.100,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,SK,2017,1.100,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,SK,2018,1.500,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,SK,2019,2,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,SK,2020,1.100,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,SK,2021,0,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,SK,2022,0.800,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,SK,2023,0,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_INV,MIO_EUR,XK,2018,,m,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_MNT,MIO_EUR,AT,2007,5718,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_MNT,MIO_EUR,AT,2009,6,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_MNT,MIO_EUR,AT,2010,5,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_MNT,MIO_EUR,AT,2011,6,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_MNT,MIO_EUR,AT,2012,2,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_MNT,MIO_EUR,AT,2013,3,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_MNT,MIO_EUR,AT,2014,5,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_MNT,MIO_EUR,AT,2020,13,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_MNT,MIO_EUR,CZ,1996,131,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_MNT,MIO_EUR,CZ,1997,1018,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_MNT,MIO_EUR,CZ,1998,102,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_MNT,MIO_EUR,CZ,1999,111,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_MNT,MIO_EUR,CZ,2000,1027,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_MNT,MIO_EUR,CZ,2001,91,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_MNT,MIO_EUR,CZ,2002,1085,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_MNT,MIO_EUR,CZ,2003,8306,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_MNT,MIO_EUR,CZ,2004,3344,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_MNT,MIO_EUR,CZ,2005,66,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_MNT,MIO_EUR,CZ,2006,29,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_MNT,MIO_EUR,CZ,2007,794,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_MNT,MIO_EUR,CZ,2008,48,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_MNT,MIO_EUR,CZ,2009,47,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_MNT,MIO_EUR,CZ,2010,39,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_MNT,MIO_EUR,CZ,2011,44,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_MNT,MIO_EUR,CZ,2012,74,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_MNT,MIO_EUR,CZ,2013,4.619,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_MNT,MIO_EUR,CZ,2014,4.503,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_MNT,MIO_EUR,CZ,2015,7.478,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_MNT,MIO_EUR,CZ,2016,6.249,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_MNT,MIO_EUR,CZ,2017,6.495,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_MNT,MIO_EUR,CZ,2018,7.525,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_MNT,MIO_EUR,CZ,2019,12.154,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_MNT,MIO_EUR,CZ,2020,5.292,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_MNT,MIO_EUR,CZ,2021,3.939,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_MNT,MIO_EUR,CZ,2022,6.187,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_MNT,MIO_EUR,CZ,2023,7.290,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_MNT,MIO_EUR,DK,2018,,m,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_MNT,MIO_EUR,DK,2019,,m,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_MNT,MIO_EUR,EL,2020,,m,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_MNT,MIO_EUR,EL,2021,,m,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_MNT,MIO_EUR,FI,1990,78,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_MNT,MIO_EUR,FI,1991,100,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_MNT,MIO_EUR,FI,1992,80,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_MNT,MIO_EUR,FI,1993,80,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_MNT,MIO_EUR,FI,1994,80,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_MNT,MIO_EUR,FI,1995,76,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_MNT,MIO_EUR,FI,1996,78,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_MNT,MIO_EUR,FI,1997,35,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_MNT,MIO_EUR,FI,1998,75,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_MNT,MIO_EUR,FI,1999,12,d,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_MNT,MIO_EUR,FI,2000,12,d,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_MNT,MIO_EUR,FI,2001,11,d,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_MNT,MIO_EUR,FI,2002,11,d,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_MNT,MIO_EUR,FI,2003,13,d,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_MNT,MIO_EUR,FI,2004,13,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_MNT,MIO_EUR,FI,2005,14,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_MNT,MIO_EUR,FI,2006,14,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_MNT,MIO_EUR,FI,2007,15,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_MNT,MIO_EUR,FI,2008,16,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_MNT,MIO_EUR,FI,2009,15,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_MNT,MIO_EUR,FI,2010,14,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_MNT,MIO_EUR,FI,2011,13,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_MNT,MIO_EUR,FI,2012,12,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_MNT,MIO_EUR,FI,2013,12.900,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_MNT,MIO_EUR,FI,2014,14.600,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_MNT,MIO_EUR,FI,2015,15.500,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_MNT,MIO_EUR,FI,2016,12,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_MNT,MIO_EUR,FI,2017,12,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_MNT,MIO_EUR,FI,2018,12,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_MNT,MIO_EUR,FI,2019,12,,
ESTAT:IWW_EC_INVEST(1.0),12/12/24 23:00:00,A,INF_MNT,MIO_EUR,FI,2020,16,,
