STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,UNIT_MEASURE,Unit of measure,TRANSPORT_MODE,Transport mode,PRICE_BASE,Price base,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,OBS_STATUS2,Observation status 2,UNIT_MULT,Unit multiplier,DECIMALS,Decimals,CURRENCY,Currency
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,DEU,Germany,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,V,Current prices,2011,,4086000000,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,DEU,Germany,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,V,Current prices,2010,,3807000000,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,DEU,Germany,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,V,Current prices,2009,,3412000000,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,DEU,Germany,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,V,Current prices,2008,,3816000000,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,DEU,Germany,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,V,Current prices,2007,,3836000000,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,DEU,Germany,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,V,Current prices,2006,,3971000000,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,DEU,Germany,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,V,Current prices,2004,,6404000000,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,DEU,Germany,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,V,Current prices,2003,,7228000000,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,DEU,Germany,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,V,Current prices,2002,,7437000000,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,DEU,Germany,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,V,Current prices,2001,,5481000000,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,DEU,Germany,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,V,Current prices,2000,,5305000000,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,DEU,Germany,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,V,Current prices,1999,,7350000000,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,DEU,Germany,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,V,Current prices,1998,,4423000000,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,DEU,Germany,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,V,Current prices,1997,,4745000000,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,DEU,Germany,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,V,Current prices,1996,,5200000000,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,DEU,Germany,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,V,Current prices,1995,,5747000000,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,FRA,France,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,V,Current prices,2022,,11375519203,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,FRA,France,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,V,Current prices,2021,,11220595002,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,FRA,France,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,V,Current prices,2020,,10973000000,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,FRA,France,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,V,Current prices,2019,,11540000000,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,FRA,France,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,V,Current prices,2018,,9962000000,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,FRA,France,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,V,Current prices,2017,,9318000000,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,FRA,France,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,V,Current prices,2016,,8223000000,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,FRA,France,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,V,Current prices,2015,,8889000000,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,FRA,France,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,V,Current prices,2014,,9103000000,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,FRA,France,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,V,Current prices,2013,,10434000000,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,FRA,France,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,V,Current prices,2012,,8003000000,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,FRA,France,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,V,Current prices,2011,,7060006000,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,FRA,France,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,V,Current prices,2010,,5103166000,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,FRA,France,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,V,Current prices,2009,,4968770094,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,FRA,France,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,V,Current prices,2008,,4696513302,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,FRA,France,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,V,Current prices,2007,,4616418000,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,FRA,France,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,V,Current prices,2006,,4303020000,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,FRA,France,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,V,Current prices,2005,,4171382500,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,FRA,France,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,V,Current prices,2004,,3680498000,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,FRA,France,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,V,Current prices,2003,,3633564000,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,FRA,France,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,V,Current prices,2002,,3044642000,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,FRA,France,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,V,Current prices,2001,,2443638000,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,FRA,France,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,V,Current prices,2000,,2954750000,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,FRA,France,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,V,Current prices,1999,,2891000000,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,FRA,France,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,V,Current prices,1998,,2879000000,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,FRA,France,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,V,Current prices,1997,,3024000000,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,FRA,France,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,V,Current prices,1996,,2963000000,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,FRA,France,A,Annual,INV,Investment spending,EUR,Euro,RAIL,Rail,V,Current prices,1995,,2765572479,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,NLD,Netherlands,A,Annual,INV,Investment spending,EUR,Euro,ROAD,Road,V,Current prices,2023,,7667273790,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,NLD,Netherlands,A,Annual,INV,Investment spending,EUR,Euro,ROAD,Road,V,Current prices,2022,,7338624685,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,NLD,Netherlands,A,Annual,INV,Investment spending,EUR,Euro,ROAD,Road,V,Current prices,2021,,7082106251,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,NLD,Netherlands,A,Annual,INV,Investment spending,EUR,Euro,ROAD,Road,V,Current prices,2020,,6958158969,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,NLD,Netherlands,A,Annual,INV,Investment spending,EUR,Euro,ROAD,Road,V,Current prices,2019,,6434722608,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,NLD,Netherlands,A,Annual,INV,Investment spending,EUR,Euro,ROAD,Road,V,Current prices,2018,,6511487813,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,NLD,Netherlands,A,Annual,INV,Investment spending,EUR,Euro,ROAD,Road,V,Current prices,2017,,6294137373,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,NLD,Netherlands,A,Annual,INV,Investment spending,EUR,Euro,ROAD,Road,V,Current prices,2016,,4485420208,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,NLD,Netherlands,A,Annual,INV,Investment spending,EUR,Euro,ROAD,Road,V,Current prices,2015,,4849447882,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,NLD,Netherlands,A,Annual,INV,Investment spending,EUR,Euro,ROAD,Road,V,Current prices,2014,,5147445281,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,NLD,Netherlands,A,Annual,INV,Investment spending,EUR,Euro,ROAD,Road,V,Current prices,2013,,4686635404,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,NLD,Netherlands,A,Annual,INV,Investment spending,EUR,Euro,ROAD,Road,V,Current prices,2012,,4861963582,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,NLD,Netherlands,A,Annual,INV,Investment spending,EUR,Euro,ROAD,Road,V,Current prices,2011,,4849197152,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,NLD,Netherlands,A,Annual,INV,Investment spending,EUR,Euro,ROAD,Road,V,Current prices,2010,,2300000000,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,NLD,Netherlands,A,Annual,INV,Investment spending,EUR,Euro,ROAD,Road,V,Current prices,2009,,2363000000,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,NLD,Netherlands,A,Annual,INV,Investment spending,EUR,Euro,ROAD,Road,V,Current prices,2008,,2194000000,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,NLD,Netherlands,A,Annual,INV,Investment spending,EUR,Euro,ROAD,Road,V,Current prices,2007,,1680000000,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,NLD,Netherlands,A,Annual,INV,Investment spending,EUR,Euro,ROAD,Road,V,Current prices,2006,,1654000000,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,NLD,Netherlands,A,Annual,INV,Investment spending,EUR,Euro,ROAD,Road,V,Current prices,2005,,1636000000,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,NLD,Netherlands,A,Annual,INV,Investment spending,EUR,Euro,ROAD,Road,V,Current prices,2004,,2334000000,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,NLD,Netherlands,A,Annual,INV,Investment spending,EUR,Euro,ROAD,Road,V,Current prices,2003,,2328000000,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,NLD,Netherlands,A,Annual,INV,Investment spending,EUR,Euro,ROAD,Road,V,Current prices,2002,,2279000000,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,NLD,Netherlands,A,Annual,INV,Investment spending,EUR,Euro,ROAD,Road,V,Current prices,2001,,1847000000,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,NLD,Netherlands,A,Annual,INV,Investment spending,EUR,Euro,ROAD,Road,V,Current prices,2000,,1727000000,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,NLD,Netherlands,A,Annual,INV,Investment spending,EUR,Euro,ROAD,Road,V,Current prices,1999,,1500000000,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,NLD,Netherlands,A,Annual,INV,Investment spending,EUR,Euro,ROAD,Road,V,Current prices,1998,,1350000000,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,NLD,Netherlands,A,Annual,INV,Investment spending,EUR,Euro,ROAD,Road,V,Current prices,1997,,1122000000,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,DEU,Germany,A,Annual,INV,Investment spending,EUR,Euro,ROAD,Road,V,Current prices,2022,,16560000000,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,DEU,Germany,A,Annual,INV,Investment spending,EUR,Euro,ROAD,Road,V,Current prices,2021,,15380000000,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,DEU,Germany,A,Annual,INV,Investment spending,EUR,Euro,ROAD,Road,V,Current prices,2020,,15920000000,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,DEU,Germany,A,Annual,INV,Investment spending,EUR,Euro,ROAD,Road,V,Current prices,2019,,15660000000,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,DEU,Germany,A,Annual,INV,Investment spending,EUR,Euro,ROAD,Road,V,Current prices,2018,,15810000000,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,DEU,Germany,A,Annual,INV,Investment spending,EUR,Euro,ROAD,Road,V,Current prices,2017,,13540000000,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,DEU,Germany,A,Annual,INV,Investment spending,EUR,Euro,ROAD,Road,V,Current prices,2016,,12100000000,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,DEU,Germany,A,Annual,INV,Investment spending,EUR,Euro,ROAD,Road,V,Current prices,2015,,11440000000,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,DEU,Germany,A,Annual,INV,Investment spending,EUR,Euro,ROAD,Road,V,Current prices,2014,,11820000000,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,DEU,Germany,A,Annual,INV,Investment spending,EUR,Euro,ROAD,Road,V,Current prices,2013,,11400000000,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,DEU,Germany,A,Annual,INV,Investment spending,EUR,Euro,ROAD,Road,V,Current prices,2012,,11180000000,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,DEU,Germany,A,Annual,INV,Investment spending,EUR,Euro,ROAD,Road,V,Current prices,2011,,11340000000,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,DEU,Germany,A,Annual,INV,Investment spending,EUR,Euro,ROAD,Road,V,Current prices,2010,,11240000000,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,DEU,Germany,A,Annual,INV,Investment spending,EUR,Euro,ROAD,Road,V,Current prices,2009,,12620000000,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,DEU,Germany,A,Annual,INV,Investment spending,EUR,Euro,ROAD,Road,V,Current prices,2008,,11410000000,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,DEU,Germany,A,Annual,INV,Investment spending,EUR,Euro,ROAD,Road,V,Current prices,2007,,10845000000,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,DEU,Germany,A,Annual,INV,Investment spending,EUR,Euro,ROAD,Road,V,Current prices,2006,,10730000000,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,DEU,Germany,A,Annual,INV,Investment spending,EUR,Euro,ROAD,Road,V,Current prices,2005,,10200000000,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,DEU,Germany,A,Annual,INV,Investment spending,EUR,Euro,ROAD,Road,V,Current prices,2004,,10710000000,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,DEU,Germany,A,Annual,INV,Investment spending,EUR,Euro,ROAD,Road,V,Current prices,2003,,10790000000,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,DEU,Germany,A,Annual,INV,Investment spending,EUR,Euro,ROAD,Road,V,Current prices,2002,,11595000000,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,DEU,Germany,A,Annual,INV,Investment spending,EUR,Euro,ROAD,Road,V,Current prices,2001,,11558000000,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,DEU,Germany,A,Annual,INV,Investment spending,EUR,Euro,ROAD,Road,V,Current prices,2000,,11967000000,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,DEU,Germany,A,Annual,INV,Investment spending,EUR,Euro,ROAD,Road,V,Current prices,1999,,11146000000,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,DEU,Germany,A,Annual,INV,Investment spending,EUR,Euro,ROAD,Road,V,Current prices,1998,,10850000000,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,DEU,Germany,A,Annual,INV,Investment spending,EUR,Euro,ROAD,Road,V,Current prices,1997,,10916000000,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,DEU,Germany,A,Annual,INV,Investment spending,EUR,Euro,ROAD,Road,V,Current prices,1996,,11126000000,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,DEU,Germany,A,Annual,INV,Investment spending,EUR,Euro,ROAD,Road,V,Current prices,1995,,10216000000,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,FRA,France,A,Annual,INV,Investment spending,EUR,Euro,ROAD,Road,V,Current prices,2022,,10612501458,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,FRA,France,A,Annual,INV,Investment spending,EUR,Euro,ROAD,Road,V,Current prices,2021,,10248211453,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,FRA,France,A,Annual,INV,Investment spending,EUR,Euro,ROAD,Road,V,Current prices,2020,,9630572000,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,FRA,France,A,Annual,INV,Investment spending,EUR,Euro,ROAD,Road,V,Current prices,2019,,10413000000,,,,,,0,Units,0,Zero,,
DATAFLOW,OECD.ITF:DSD_INFRINV@DF_INFRINV(1.0),Transport infrastructure investment and maintenance spending,I,FRA,France,A,Annual,INV,Investment spending,EUR,Euro,ROAD,Road,V,Current prices,2018,,9883630000,,,,,,0,Units,0,Zero,,
