DATAFLOW,LAST UPDATE,freq,tra_cov,nst07,typpack,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,EMP_CONT,MIO_TKM,NL,2021,425,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,EMP_CONT,MIO_TKM,NL,2022,415,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,EMP_CONT,MIO_TKM,NL,2023,380,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,EMP_CONT,MIO_TKM,NL,2024,402,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,EMP_CONT,MIO_TKM,PL,2014,1,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,EMP_CONT,MIO_TKM,PL,2015,1,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,EMP_CONT,MIO_TKM,PL,2016,1,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,EMP_CONT,MIO_TKM,PL,2017,5,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,EMP_CONT,MIO_TKM,PL,2018,7,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,EMP_CONT,MIO_TKM,PL,2019,5,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,EMP_CONT,MIO_TKM,PL,2020,3,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,EMP_CONT,MIO_TKM,PL,2021,1,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,EMP_CONT,MIO_TKM,PL,2022,0,n,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,EMP_CONT,MIO_TKM,PL,2023,1,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,EMP_CONT,MIO_TKM,PL,2024,2,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,EMP_CONT,MIO_TKM,RO,2014,100,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,EMP_CONT,MIO_TKM,RO,2015,185,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,EMP_CONT,MIO_TKM,RO,2016,200,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,EMP_CONT,MIO_TKM,RO,2017,152,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,EMP_CONT,MIO_TKM,RO,2018,250,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,EMP_CONT,MIO_TKM,RO,2019,269,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,EMP_CONT,MIO_TKM,RO,2020,288,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,EMP_CONT,MIO_TKM,RO,2021,322,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,EMP_CONT,MIO_TKM,RO,2022,249,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,EMP_CONT,MIO_TKM,SK,2014,1,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,EMP_CONT,MIO_TKM,SK,2015,1,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,EMP_CONT,MIO_TKM,SK,2016,5,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,EMP_CONT,MIO_TKM,SK,2017,3,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,EMP_CONT,MIO_TKM,SK,2018,1,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,EMP_CONT,MIO_TKM,SK,2019,0,n,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,EMP_CONT,MIO_TKM,SK,2020,0,n,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,EMP_CONT,MIO_TKM,SK,2021,2,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,EMP_CONT,MIO_TKM,SK,2022,1,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,EMP_CONT,MIO_TKM,SK,2023,1,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,EMP_CONT,MIO_TKM,SK,2024,0,n,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,EMP_CONT,THS_T,AT,2014,455,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,EMP_CONT,THS_T,AT,2015,404,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,EMP_CONT,THS_T,AT,2016,591,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,EMP_CONT,THS_T,AT,2017,754,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,EMP_CONT,THS_T,AT,2018,552,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,EMP_CONT,THS_T,BG,2014,72,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,EMP_CONT,THS_T,BG,2015,60,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,EMP_CONT,THS_T,BG,2016,94,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,EMP_CONT,THS_T,BG,2017,59,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,EMP_CONT,THS_T,BG,2018,69,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,EMP_CONT,THS_T,BG,2019,52,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,EMP_CONT,THS_T,BG,2020,104,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,EMP_CONT,THS_T,BG,2021,145,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,EMP_CONT,THS_T,BG,2022,58,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,EMP_CONT,THS_T,BG,2023,52,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,EMP_CONT,THS_T,DE,2014,3974,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,EMP_CONT,THS_T,DE,2015,4094,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,EMP_CONT,THS_T,DE,2016,3847,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,EMP_CONT,THS_T,DE,2017,3758,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,EMP_CONT,THS_T,DE,2018,3299,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,EMP_CONT,THS_T,DE,2019,3471,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,EMP_CONT,THS_T,DE,2020,2926,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,EMP_CONT,THS_T,DE,2021,2909,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,EMP_CONT,THS_T,DE,2022,3093,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,EMP_CONT,THS_T,DE,2023,3515,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,EMP_CONT,THS_T,DE,2024,3686,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,EMP_CONT,THS_T,FR,2011,892,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,EMP_CONT,THS_T,FR,2012,796,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,EMP_CONT,THS_T,FR,2013,814,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,EMP_CONT,THS_T,FR,2014,914,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,EMP_CONT,THS_T,FR,2015,708,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,EMP_CONT,THS_T,FR,2016,702,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,EMP_CONT,THS_T,FR,2017,987,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,EMP_CONT,THS_T,FR,2018,716,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,EMP_CONT,THS_T,FR,2019,906,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,EMP_CONT,THS_T,FR,2020,793,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,EMP_CONT,THS_T,FR,2021,1036,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,EMP_CONT,THS_T,FR,2022,872,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,EMP_CONT,THS_T,HR,2014,11,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,EMP_CONT,THS_T,HR,2015,3,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,EMP_CONT,THS_T,HR,2016,17,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,EMP_CONT,THS_T,HR,2017,2,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,EMP_CONT,THS_T,HR,2018,12,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,EMP_CONT,THS_T,HR,2019,64,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,EMP_CONT,THS_T,HR,2020,82,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,EMP_CONT,THS_T,HR,2021,86,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,EMP_CONT,THS_T,HR,2022,34,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,EMP_CONT,THS_T,HR,2023,23,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,EMP_CONT,THS_T,HR,2024,5,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,EMP_CONT,THS_T,NL,2012,2349,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,EMP_CONT,THS_T,NL,2013,2113,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,EMP_CONT,THS_T,NL,2014,2352,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,EMP_CONT,THS_T,NL,2015,2337,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,EMP_CONT,THS_T,NL,2016,2455,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,EMP_CONT,THS_T,NL,2017,2530,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,EMP_CONT,THS_T,NL,2018,2447,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,EMP_CONT,THS_T,NL,2019,2174,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,EMP_CONT,THS_T,NL,2020,1642,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,EMP_CONT,THS_T,NL,2021,2414,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,EMP_CONT,THS_T,NL,2022,2421,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,EMP_CONT,THS_T,NL,2023,2071,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,EMP_CONT,THS_T,NL,2024,2217,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,EMP_CONT,THS_T,PL,2014,15,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,EMP_CONT,THS_T,PL,2015,20,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,EMP_CONT,THS_T,PL,2016,28,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,EMP_CONT,THS_T,PL,2017,129,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,EMP_CONT,THS_T,PL,2018,157,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,EMP_CONT,THS_T,PL,2019,114,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,EMP_CONT,THS_T,PL,2020,93,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,EMP_CONT,THS_T,PL,2021,19,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,EMP_CONT,THS_T,PL,2022,13,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,EMP_CONT,THS_T,PL,2023,30,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,EMP_CONT,THS_T,PL,2024,74,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,EMP_CONT,THS_T,RO,2014,158,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,EMP_CONT,THS_T,RO,2015,300,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,EMP_CONT,THS_T,RO,2016,306,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,EMP_CONT,THS_T,RO,2017,225,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,EMP_CONT,THS_T,RO,2018,371,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,EMP_CONT,THS_T,RO,2019,393,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,EMP_CONT,THS_T,RO,2020,416,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,EMP_CONT,THS_T,RO,2021,472,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,EMP_CONT,THS_T,RO,2022,411,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,EMP_CONT,THS_T,SK,2014,18,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,EMP_CONT,THS_T,SK,2015,36,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,EMP_CONT,THS_T,SK,2016,75,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,EMP_CONT,THS_T,SK,2017,26,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,EMP_CONT,THS_T,SK,2018,38,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,EMP_CONT,THS_T,SK,2019,23,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,EMP_CONT,THS_T,SK,2020,6,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,EMP_CONT,THS_T,SK,2021,16,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,EMP_CONT,THS_T,SK,2022,20,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,EMP_CONT,THS_T,SK,2023,6,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,EMP_CONT,THS_T,SK,2024,2,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,GD_CONT,MIO_TKM,DE,2014,65,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,GD_CONT,MIO_TKM,DE,2015,69,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,GD_CONT,MIO_TKM,DE,2016,21,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,GD_CONT,MIO_TKM,DE,2017,68,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,GD_CONT,MIO_TKM,DE,2018,73,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,GD_CONT,MIO_TKM,DE,2019,86,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,GD_CONT,MIO_TKM,DE,2020,84,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,GD_CONT,MIO_TKM,DE,2021,84,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,GD_CONT,MIO_TKM,DE,2022,55,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,GD_CONT,MIO_TKM,DE,2023,39,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,GD_CONT,MIO_TKM,DE,2024,59,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,GD_CONT,MIO_TKM,NL,2014,0,n,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,GD_CONT,MIO_TKM,NL,2017,0,n,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,GD_CONT,THS_T,DE,2014,259,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,GD_CONT,THS_T,DE,2015,275,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,GD_CONT,THS_T,DE,2016,80,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,GD_CONT,THS_T,DE,2017,272,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,GD_CONT,THS_T,DE,2018,295,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,GD_CONT,THS_T,DE,2019,339,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,GD_CONT,THS_T,DE,2020,332,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,GD_CONT,THS_T,DE,2021,335,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,GD_CONT,THS_T,DE,2022,215,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,GD_CONT,THS_T,DE,2023,151,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,GD_CONT,THS_T,DE,2024,232,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,GD_CONT,THS_T,NL,2014,0,n,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,GD_CONT,THS_T,NL,2017,0,n,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,TOTAL,MIO_TKM,AT,2014,60,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,TOTAL,MIO_TKM,AT,2015,71,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,TOTAL,MIO_TKM,AT,2016,113,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,TOTAL,MIO_TKM,AT,2017,122,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,TOTAL,MIO_TKM,AT,2018,104,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,TOTAL,MIO_TKM,BG,2014,18,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,TOTAL,MIO_TKM,BG,2015,14,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,TOTAL,MIO_TKM,BG,2016,10,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,TOTAL,MIO_TKM,BG,2017,14,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,TOTAL,MIO_TKM,BG,2018,10,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,TOTAL,MIO_TKM,BG,2019,5,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,TOTAL,MIO_TKM,BG,2020,3,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,TOTAL,MIO_TKM,BG,2021,5,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,TOTAL,MIO_TKM,BG,2022,5,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,TOTAL,MIO_TKM,BG,2023,2,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,TOTAL,MIO_TKM,DE,2014,1135,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,TOTAL,MIO_TKM,DE,2015,1081,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,TOTAL,MIO_TKM,DE,2016,910,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,TOTAL,MIO_TKM,DE,2017,933,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,TOTAL,MIO_TKM,DE,2018,775,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,TOTAL,MIO_TKM,DE,2019,914,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,TOTAL,MIO_TKM,DE,2020,754,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,TOTAL,MIO_TKM,DE,2021,741,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,TOTAL,MIO_TKM,DE,2022,757,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,TOTAL,MIO_TKM,DE,2023,852,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,TOTAL,MIO_TKM,DE,2024,913,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,TOTAL,MIO_TKM,FR,2011,104,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,TOTAL,MIO_TKM,FR,2012,85,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,TOTAL,MIO_TKM,FR,2013,106,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,TOTAL,MIO_TKM,FR,2014,106,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,TOTAL,MIO_TKM,FR,2015,88,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,TOTAL,MIO_TKM,FR,2016,82,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,TOTAL,MIO_TKM,FR,2017,115,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,TOTAL,MIO_TKM,FR,2018,84,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,TOTAL,MIO_TKM,FR,2019,100,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,TOTAL,MIO_TKM,FR,2020,89,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,TOTAL,MIO_TKM,FR,2021,114,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,TOTAL,MIO_TKM,FR,2022,92,,
ESTAT:IWW_GO_ATYGO(1.0),26/09/25 23:00:00,A,INTL_LD,GT101,TOTAL,MIO_TKM,HR,2014,1,,
