DATAFLOW,LAST UPDATE,freq,unit,tra_mode,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,FI,2005,0.2,,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,FI,2006,0.2,,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,FI,2007,0.3,,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,FI,2008,0.2,,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,FI,2009,0.2,,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,FI,2010,0.2,,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,FI,2011,0.3,,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,FI,2012,0.4,,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,FI,2013,0.4,,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,FI,2014,0.4,,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,FI,2015,0.4,,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,FI,2016,0.3,,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,FI,2017,0.4,e,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,FI,2018,0.4,e,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,FI,2019,0.3,,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,FI,2020,0.3,,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,FI,2021,0.4,,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,FI,2022,0.5,,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,FI,2023,0.6,,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,FR,2005,2.6,,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,FR,2006,2.5,,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,FR,2007,2.5,,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,FR,2008,2.5,,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,FR,2009,2.9,,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,FR,2010,3.0,,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,FR,2011,2.8,,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,FR,2012,3.0,,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,FR,2013,3.0,,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,FR,2014,2.9,,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,FR,2015,2.9,,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,FR,2016,2.8,,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,FR,2017,2.3,,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,FR,2018,2.2,,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,FR,2019,2.4,,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,FR,2020,2.2,,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,FR,2021,2.1,,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,FR,2022,2.0,,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,FR,2023,1.9,,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,HR,2005,5.1,e,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,HR,2006,5.0,e,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,HR,2007,5.6,e,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,HR,2008,5.7,,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,HR,2009,6.1,,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,HR,2010,8.2,,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,HR,2011,6.4,,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,HR,2012,7.3,,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,HR,2013,7.3,,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,HR,2014,6.9,,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,HR,2015,7.8,,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,HR,2016,7.4,,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,HR,2017,6.7,,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,HR,2018,5.3,,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,HR,2019,6.9,,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,HR,2020,7.0,,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,HR,2021,6.3,,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,HR,2022,4.4,,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,HR,2023,3.5,,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,HU,2005,6.3,,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,HU,2006,5.3,,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,HU,2007,5.8,,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,HU,2008,5.7,,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,HU,2009,5.8,,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,HU,2010,7.4,,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,HU,2011,5.7,,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,HU,2012,6.4,,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,HU,2013,6.1,,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,HU,2014,5.5,,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,HU,2015,5.4,,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,HU,2016,5.4,,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,HU,2017,4.9,,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,HU,2018,4.1,,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,HU,2019,5.3,,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,HU,2020,5.0,,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,HU,2021,4.4,,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,HU,2022,3.5,,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,HU,2023,3.2,,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,IE,2005,,m,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,IE,2006,,m,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,IE,2007,,m,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,IE,2008,,m,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,IE,2009,,m,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,IE,2010,,m,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,IE,2011,,m,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,IE,2012,,m,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,IE,2013,,m,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,IE,2014,,m,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,IE,2015,,m,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,IE,2016,,m,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,IE,2017,,m,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,IE,2018,,m,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,IE,2019,,m,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,IE,2020,,m,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,IE,2021,,m,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,IE,2022,,m,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,IE,2023,,m,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,IT,2005,0.0,n,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,IT,2006,0.0,n,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,IT,2007,0.0,n,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,IT,2008,0.0,n,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,IT,2009,0.0,n,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,IT,2010,0.1,,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,IT,2011,0.1,,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,IT,2012,0.1,,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,IT,2013,0.1,,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,IT,2014,0.0,n,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,IT,2015,0.0,n,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,IT,2016,0.0,n,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,IT,2017,0.0,n,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,IT,2018,0.0,n,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,IT,2019,0.0,n,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,IT,2020,0.1,,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,IT,2021,0.1,,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,IT,2022,0.1,,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,IT,2023,0.0,n,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,LT,2005,0.0,n,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,LT,2006,0.0,n,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,LT,2007,0.1,,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,LT,2008,0.1,,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,LT,2009,0.0,n,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,LT,2010,0.0,n,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,LT,2011,0.0,n,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,LT,2012,0.0,n,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,LT,2013,0.0,n,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,LT,2014,0.0,n,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,LT,2015,0.0,n,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,LT,2016,0.0,n,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,LT,2017,0.0,n,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,LT,2018,0.0,n,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,LT,2019,0.0,n,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,LT,2020,0.0,n,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,LT,2021,0.0,n,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,LT,2022,0.1,,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,LT,2023,0.1,,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,LU,2005,13.1,,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,LU,2006,14.0,,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,LU,2007,13.1,,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,LU,2008,13.1,,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,LU,2009,11.4,,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,LU,2010,12.9,,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,LU,2011,11.1,,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,LU,2012,8.9,,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,LU,2013,10.5,,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,LU,2014,8.4,,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,LU,2015,8.0,,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,LU,2016,6.2,,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,LU,2017,6.2,,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,LU,2018,7.5,,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,LU,2019,8.2,,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,LU,2020,8.2,,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,LU,2021,8.0,,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,LU,2022,7.5,,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,LU,2023,6.9,,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,LV,2005,,m,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,LV,2006,,m,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,LV,2007,,m,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,LV,2008,,m,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,LV,2009,,m,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,LV,2010,,m,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,LV,2011,,m,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,LV,2012,,m,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,LV,2013,,m,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,LV,2014,,m,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,LV,2015,,m,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,LV,2016,,m,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,LV,2017,,m,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,LV,2018,,m,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,LV,2019,,m,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,LV,2020,,m,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,LV,2021,,m,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,LV,2022,,m,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,LV,2023,,m,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,MT,2005,,m,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,MT,2006,,m,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,MT,2007,,m,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,MT,2008,,m,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,MT,2009,,m,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,MT,2010,,m,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,MT,2011,,m,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,MT,2012,,m,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,MT,2013,,m,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,MT,2014,,m,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,MT,2015,,m,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,MT,2016,,m,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,MT,2017,,m,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,MT,2018,,m,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,MT,2019,,m,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,MT,2020,,m,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,MT,2021,,m,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,MT,2022,,m,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,MT,2023,,m,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,NL,2005,43.2,,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,NL,2006,42.9,,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,NL,2007,44.8,,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,NL,2008,44.2,,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,NL,2009,41.0,,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,NL,2010,45.8,,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,NL,2011,45.6,,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,NL,2012,46.8,,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,NL,2013,45.5,,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,NL,2014,45.5,,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,NL,2015,44.6,,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,NL,2016,43.7,,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,NL,2017,44.1,,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,NL,2018,42.5,,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,NL,2019,41.9,,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,NL,2020,41.0,,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,NL,2021,41.6,,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,NL,2022,41.1,,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,NL,2023,40.9,,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,NO,2005,,m,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,NO,2006,,m,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,NO,2007,,m,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,NO,2008,,m,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,NO,2009,,m,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,NO,2010,,m,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,NO,2011,,m,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,NO,2012,,m,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,NO,2013,,m,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,NO,2014,,m,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,NO,2015,,m,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,NO,2016,,m,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,NO,2017,,m,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,NO,2018,,m,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,NO,2019,,m,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,NO,2020,,m,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,NO,2021,,m,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,NO,2022,,m,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,NO,2023,,m,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,PL,2005,0.2,,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,PL,2006,0.2,,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,PL,2007,0.2,,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,PL,2008,0.2,,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,PL,2009,0.1,,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,PL,2010,0.1,,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,PL,2011,0.1,,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,PL,2012,0.1,,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,PL,2013,0.0,n,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,PL,2014,0.1,,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,PL,2015,0.0,n,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,PL,2016,0.1,,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,PL,2017,0.1,,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,PL,2018,0.1,,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,PL,2019,0.0,n,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,PL,2020,0.0,n,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,PL,2021,0.0,n,
ESTAT:TRAN_HV_FRMOD(1.0),16/04/25 11:00:00,A,PC,IWW,PL,2022,0.0,n,
