DATAFLOW,LAST UPDATE,freq,unit,vessel,tra_cov,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_LD,NL,2009,98,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_LD,NL,2010,171,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_LD,NL,2011,116,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_LD,NL,2012,92,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_LD,NL,2013,70,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_LD,NL,2014,96,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_LD,NL,2015,96,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_LD,NL,2016,74,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_LD,NL,2017,45,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_LD,NL,2018,37,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_LD,NL,2019,64,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_LD,NL,2020,70,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_LD,NL,2021,45,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_LD,NL,2022,52,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_LD,NL,2023,62,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_LD,NL,2024,87,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_LD,PL,2009,0,n,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_LD,PL,2010,0,n,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_LD,PL,2011,0,n,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_LD,RO,2007,21,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_LD,RO,2008,41,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_LD,RO,2009,49,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_LD,RO,2010,70,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_LD,RO,2011,42,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_LD,RO,2012,89,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_LD,RO,2013,7,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_LD,RO,2014,81,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_LD,RO,2015,26,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_LD,RO,2016,44,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_LD,RO,2017,59,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_LD,RO,2018,49,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_LD,RO,2019,73,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_LD,RO,2020,66,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_LD,RO,2021,54,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_LD,RO,2022,103,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_LD,RO,2023,58,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_LD,RO,2024,117,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_LD,SK,2007,3,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_LD,SK,2008,5,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_LD,SK,2009,7,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_LD,SK,2010,8,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_LD,SK,2011,7,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_LD,SK,2012,3,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_LD,SK,2013,8,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_NLD,AT,2007,38,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_NLD,AT,2008,71,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_NLD,AT,2009,64,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_NLD,AT,2010,110,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_NLD,AT,2011,87,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_NLD,AT,2012,75,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_NLD,AT,2013,69,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_NLD,AT,2014,51,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_NLD,AT,2015,24,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_NLD,AT,2016,32,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_NLD,AT,2017,31,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_NLD,AT,2018,24,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_NLD,AT,2019,23,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_NLD,AT,2020,19,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_NLD,AT,2021,7,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_NLD,AT,2022,9,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_NLD,AT,2023,1,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_NLD,AT,2024,1,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_NLD,BE,2007,22,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_NLD,BE,2008,11,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_NLD,BE,2009,7,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_NLD,BE,2010,20,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_NLD,BE,2011,20,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_NLD,BE,2012,18,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_NLD,BE,2013,14,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_NLD,BE,2014,22,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_NLD,BE,2015,12,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_NLD,BE,2016,9,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_NLD,BE,2017,6,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_NLD,BE,2018,6,b,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_NLD,BE,2019,7,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_NLD,BE,2020,8,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_NLD,BE,2021,10,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_NLD,BE,2022,9,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_NLD,BE,2023,10,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_NLD,BE,2024,12,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_NLD,BG,2014,11,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_NLD,BG,2015,5,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_NLD,BG,2016,3,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_NLD,BG,2017,3,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_NLD,BG,2018,2,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_NLD,BG,2019,3,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_NLD,BG,2020,4,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_NLD,BG,2021,2,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_NLD,BG,2022,2,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_NLD,BG,2023,0,n,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_NLD,BG,2024,0,n,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_NLD,DE,2007,99,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_NLD,DE,2008,159,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_NLD,DE,2009,127,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_NLD,DE,2010,205,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_NLD,DE,2011,69,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_NLD,DE,2012,76,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_NLD,DE,2013,28,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_NLD,DE,2014,39,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_NLD,DE,2015,46,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_NLD,DE,2016,44,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_NLD,DE,2017,52,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_NLD,DE,2018,50,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_NLD,DE,2019,44,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_NLD,DE,2020,49,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_NLD,DE,2021,59,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_NLD,DE,2022,69,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_NLD,DE,2023,36,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_NLD,DE,2024,53,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_NLD,EU15,2007,290,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_NLD,EU15,2008,339,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_NLD,EU15,2009,277,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_NLD,EU15,2010,446,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_NLD,EU15,2011,250,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_NLD,EU15,2012,234,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_NLD,EU15,2013,177,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_NLD,EU15,2014,187,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_NLD,EU15,2015,148,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_NLD,EU15,2016,127,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_NLD,EU15,2017,135,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_NLD,EU15,2018,112,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_NLD,EU15,2019,143,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_NLD,EU25,2007,313,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_NLD,EU25,2008,398,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_NLD,EU25,2009,312,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_NLD,EU25,2010,473,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_NLD,EU25,2011,281,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_NLD,EU25,2012,254,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_NLD,EU25,2013,195,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_NLD,EU25,2014,188,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_NLD,EU25,2015,160,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_NLD,EU25,2016,152,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_NLD,EU25,2017,149,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_NLD,EU25,2018,157,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_NLD,EU25,2019,215,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_NLD,EU27_2007,2007,322,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_NLD,EU27_2007,2008,399,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_NLD,EU27_2007,2009,324,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_NLD,EU27_2007,2010,525,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_NLD,EU27_2007,2011,300,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_NLD,EU27_2007,2012,275,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_NLD,EU27_2007,2013,217,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_NLD,EU27_2007,2014,215,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_NLD,EU27_2007,2015,193,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_NLD,EU27_2007,2016,165,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_NLD,EU27_2007,2017,154,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_NLD,EU27_2007,2018,181,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_NLD,EU27_2007,2019,230,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_NLD,EU27_2020,2008,399,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_NLD,EU27_2020,2009,324,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_NLD,EU27_2020,2010,525,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_NLD,EU27_2020,2011,300,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_NLD,EU27_2020,2012,275,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_NLD,EU27_2020,2013,217,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_NLD,EU27_2020,2014,215,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_NLD,EU27_2020,2015,193,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_NLD,EU27_2020,2016,165,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_NLD,EU27_2020,2017,154,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_NLD,EU27_2020,2018,181,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_NLD,EU27_2020,2019,230,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_NLD,EU27_2020,2020,246,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_NLD,EU27_2020,2021,212,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_NLD,EU27_2020,2022,203,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_NLD,EU27_2020,2023,203,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_NLD,EU27_2020,2024,235,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_NLD,EU28,2008,399,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_NLD,EU28,2009,324,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_NLD,EU28,2010,525,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_NLD,EU28,2011,300,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_NLD,EU28,2012,275,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_NLD,EU28,2013,217,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_NLD,EU28,2014,215,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_NLD,EU28,2015,193,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_NLD,EU28,2016,165,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_NLD,EU28,2017,154,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_NLD,EU28,2018,181,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_NLD,EU28,2019,230,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_NLD,FR,2007,2,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_NLD,FR,2008,1,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_NLD,FR,2009,0,n,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_NLD,FR,2010,1,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_NLD,FR,2016,1,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_NLD,FR,2017,2,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_NLD,FR,2018,5,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_NLD,FR,2019,23,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_NLD,FR,2020,18,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_NLD,FR,2021,26,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_NLD,FR,2022,25,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_NLD,FR,2023,27,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_NLD,FR,2024,37,,
ESTAT:IWW_GO_ATYVE(1.0),26/09/25 23:00:00,A,MIO_TKM,BAR_NSPT,INTL_NLD,HR,2008,0,n,
